title,key
"h:outputScript ""name"" attribute can receive query params",MYFACES-3322
jsf.js: Script fragments evaluated after an ajax operation encode '&' character into '&amp;',MYFACES-3321
jsf.js: Ajax problem with Webkit based browsers on MacOS,MYFACES-3320
Make create AjaxBehavior accessible in AjaxHandler,MYFACES-3319
Documentation for insert ajax command does not match with spec xsd,MYFACES-3318
Separate error name and error message in ajax message box,MYFACES-3317
Problem concerning MyFaces-1890: does not work when dealing with a composite component,MYFACES-3316
@FacesValidator.isDefault() not processed,MYFACES-3315
AjaxBehavior.getStateHelper() should be protected,MYFACES-3314
Calculation of redirect URL does not preserve the extension used in Faces Servlet mapping,MYFACES-3313
Compare viewId after PreRenderView does not detect navigation to the same page,MYFACES-3312
Can't resolve converter for cc attributes,MYFACES-3311
javax.faces.validator.BeanValidator.createValidatorFactory should store the factory instance on the application map of the externalContext instead of casting to a servletcontext. ,MYFACES-3310
Throw correct exception while using FactoryFinderProvider SPI,MYFACES-3309
Allow localized composite components,MYFACES-3308
update myfaces parent pom to use latest apache-parent and other dependencies,MYFACES-3307
<h:selectManyCheckBox> + JPA with Hibernate creates Hibernate PersistentCollection where it should not. Causes ,MYFACES-3306
jsf.js: major code cleanup and refactoring,MYFACES-3305
NullPointerException using h:selectOneRadio with an enum,MYFACES-3304
ExceptionHandlerWrapper.getHandledExceptionQueuedEvents does not delegate properly,MYFACES-3303
View with viewParameter remove backing-beans from the context in Restore-View-Phase when setting PROJECT_STAGE to Development,MYFACES-3302
ValidatorExceptions are not properly handled in MethodExpressionValidator.validate(),MYFACES-3301
Ajax behavior change from 2.1.1 to 2.1.2,MYFACES-3300
Programmatically generated components do not register with Bean Validation,MYFACES-3299
h:outputText incorectly renders an extra <span>,MYFACES-3298
h:inputText ignores style tag,MYFACES-3297
Allow custom attributes within jsf-components,MYFACES-3296
Replace RendererUtils.renderChild() by UIComponent.encodeAll(),MYFACES-3295
REGRESSION: 2.0.7->2.0.8: Facets lost after validation error POST-back,MYFACES-3294
REGRESSION: 2.0.5->2.0.6: RendererUtils.renderChild no longer checks isRendered,MYFACES-3293
add a jsdoc enabling plugin to our build process so that we can generate jsdocs from our sources,MYFACES-3292
jsf.js make the comments and structures jsdoc toolkit friendly,MYFACES-3291
Archetype for integration-test modules,MYFACES-3290
"Allow f:event listener=""#{cc.preRenderViewCallback}"" work",MYFACES-3289
UIComponent.encodeAll isRendered should be evaluated inside pushComponentToEL block,MYFACES-3288
h:outputStylesheet and h:outputScript with inner markup and references to #{cc} cannot found the parent component.,MYFACES-3287
ExceptionHandler implementation should set response status codes before throw exception or show error page,MYFACES-3286
"cc:attribute targetAttributeName does not work well on nested cases and combinations of ""targets"" and EL expressions",MYFACES-3285
"honor cc:insertFacet ""required"" attribute and check other ""required"" attributes",MYFACES-3284
#{cc.attr} attributes fail when a child component is accessed outside of the composite component (i.e. in action listeners or other events),MYFACES-3283
Update myfaces-builder-plugin unpack goal to maven 3,MYFACES-3282
"cc:attribute ""targets"" and cc attached object ""targets"" should follow strictly the spec",MYFACES-3281
facelets.VIEWMAPPINGS should be renamed as facelets.VIEW_MAPPINGS,MYFACES-3280
composite component default values for method expressions cannot be evaluated on attribute map,MYFACES-3279
ResourceHandler implementation should take into account UIViewRoot locale to load a resource,MYFACES-3278
@NamedEvent annotation not parsed correctly,MYFACES-3277
"xmlns property is set on attribute map as """"",MYFACES-3276
h:doctype was not added to HtmlLibrary,MYFACES-3275
CompositeComponentELResolver.CompositeComponentAttributesMapWrapper breaks compatibility with tmp el-resolvers,MYFACES-3274
Create a better site layout for myfaces project,MYFACES-3273
The h:message and h:messages renderers don't provide a consistent parent element for updates ,MYFACES-3272
ui:include tag handler evaluates its bindings to soon during JSF lifecycle,MYFACES-3271
DataModel.iterator cannot assume getRowCount will be always set,MYFACES-3270
UIViewRoot.getLocale only convert some common locales passed as string,MYFACES-3269
UIComponentBase.findComponent does not allow use the same id for a child component.,MYFACES-3268
UIComponentBase.saveAttachedState now handles collections instead only lists,MYFACES-3267
[perf] [concurrency] check correct logger creation,MYFACES-3266
[perf] [concurrency] Allow to plug-in ConcurrentHashMap in ResourceHandlerCache,MYFACES-3265
[perf] [concurrency] introduce parameter o.a.m.CONCURRENCY_LEVEL,MYFACES-3264
[perf] [concurrency] improve concurrency in resource dependency processing,MYFACES-3263
[perf] [concurrency] Cache  read and write method in _ComponentAttributesMap,MYFACES-3262
jsf.js: window.execScript handling call bug,MYFACES-3261
DataModel.setWrappedData should publish row change events even when it changes from one instance to other one,MYFACES-3260
Custom Validator tag attributes are not configured when used with default tag handler in wrapping mode,MYFACES-3259
Improve logging and exception handling for UILeaf,MYFACES-3258
Clarify partial state save/restore traversal requirements,MYFACES-3257
CommonPropertyUtils assumes all its managed HTML attributes hold string values,MYFACES-3256
UICommand.queueEvent description changed since 2.0,MYFACES-3255
UIComponent.popComponentFromEL should only pop when the right component is passed,MYFACES-3254
Unable to build current trunk because of missing artifact,MYFACES-3253
Support for resourceBundle.Control,MYFACES-3252
"composite component attributes with @method-signature declared should carry through as MethodExpressions, but do not",MYFACES-3251
[perf] Implement o.a.m.SUPPORT_MANAGED_BEANS,MYFACES-3250
[2.1 Spec Review] Pre/PostValidateEvent publishing conditions,MYFACES-3249
UIComponentBase.getFacets() should support all Map methods,MYFACES-3248
Move shared core module to myfaces core directory and rename package from shared-impl to shared,MYFACES-3247
java.lang.IndexOutOfBoundsException when CACHE_EL=always ,MYFACES-3246
"[h:selectManyCheckbox] hideNoSelectionOption=""true"" is ignored",MYFACES-3245
ContentTypeList does not contain a supported content type: text/css,MYFACES-3244
Improve warnings in HtmlImageRendererBase,MYFACES-3243
Unify logging in different project stages,MYFACES-3242
RendererUtils.getPathToComponent : output Location in view,MYFACES-3241
CLONE - javax.faces.component.UIInput.getConvertedValue converts empty String to null even when javax.faces.INTERPRET_EMPTY_STRING_SUBMITTED_VALUES_AS_NULL is set as false,MYFACES-3240
ui:fragment ignores rendered attribute if nested in h:dataTable or h:panelGroup,MYFACES-3239
[PERF] Improve Application.createConverter(Class<?> forClass) method,MYFACES-3238
[PERF] Renderers for components like h:outputText and others do many unecessary getAttributes().get() calls,MYFACES-3237
UIData performance improvements,MYFACES-3236
Create infrastructure for improved logging ,MYFACES-3235
FacesContextImpl.getPartialViewContext() does not use wrapped context but only (this),MYFACES-3234
"f:ajax event - type=""javax.el.ValueExpression (must evaluate to java.lang.String)"" not supported",MYFACES-3233
[perf] improve working with ResourceBundle(s),MYFACES-3232
Unify warnings in development stage,MYFACES-3231
Output same info to console (with logger)  as in ErrorPageWriter,MYFACES-3230
ServletExternalContextImpl.encodeRedirectURL() doesn't handle existing query parameters correctly,MYFACES-3229
myfaces _DeltaList and PartialStateHolder,MYFACES-3228
myfaces _DeltaList does not call clearInitialState when retainAll(Collection<?>) method is called,MYFACES-3227
Unify exceptions in Facelets VDL.buildView(),MYFACES-3226
myfaces 2.1.1 AjaxHandler$AjaxBehaviorListenerImpl,MYFACES-3225
Unify handling of errors in development project stage,MYFACES-3224
Use ViewNotFoundException in org.apache.myfaces.view.facelets.impl.DefaultFaceletFactory.resolveURL,MYFACES-3223
jsf.js: jsf.ajax.request params parameter not processed,MYFACES-3222
Create and use structure for facelets Location and TagAttribute-aware exceptions,MYFACES-3221
reduce number of PhaseEvent instances created,MYFACES-3220
EL inline expressions does not resolve cc as expected,MYFACES-3219
UILeaf memory improvements,MYFACES-3218
Integration tests for MyFaces core,MYFACES-3217
check concurrency problems over static maps holding class metadata information (_ComponentAttributesMap and MetaRulesetImpl),MYFACES-3216
Add a warning message when undefined tags are used on dev time,MYFACES-3215
Remove exception wrapping with FacesException and with getPathToComponent,MYFACES-3214
General ErrorPage improvements,MYFACES-3213
"Give Hint when CustomAnnotationProvider needed, ex. when DefaultAnnotationProvider fails on jboss AS6 related to jboss-vfs urls",MYFACES-3212
Get rid of shaded-impl module,MYFACES-3211
Change groupId of internal modules to org.apache.myfaces.core.internal,MYFACES-3210
Implement f:setPropertyActionListener according specification,MYFACES-3209
"When searching tag handler names space is not checked in case of composite library, incorrect detection on repeated tag name on different name spaces",MYFACES-3208
ErrorPageWriter: provide info about component(s) that  triggered the problem,MYFACES-3207
ui:repeat loses varStatus during save/restore state,MYFACES-3206
Create prototype for using shade-plugin to re-package and include shared into core,MYFACES-3205
h:panelGrid sometimes renders invalid html,MYFACES-3204
improve h:form problems diagnostics,MYFACES-3203
Improve EL Exceptions wrapping,MYFACES-3202
Publish exception in lifecycle methods (process*) instead of re-thrown,MYFACES-3201
All values of self-defined composite-component attributes disappear unexpected.,MYFACES-3200
Handling AbortProcessingException is unconsistent,MYFACES-3199
Unify exception handling from render_response component.encodeAll,MYFACES-3198
exception from UIInput.updateModel is logged 2x,MYFACES-3197
NumberConverter does not observe NumberFormat's parsePosition,MYFACES-3196
NumberConverter ignores groupingUsed attribute when parsing,MYFACES-3195
trivial improvements to procedural commentary in FacesServlet.service(),MYFACES-3194
Unwrap exception in ErrorPageWriter.handleThrowable,MYFACES-3193
exception from render response phase is logged 2x,MYFACES-3192
Handing exception (in exception handler) from render response phase with forward/redirect is inconsistent,MYFACES-3191
Annoying SEVERE: View State cannot be reconstructed + stacktrace with ViewExpiredException,MYFACES-3190
NavigationHandler: navigation to nonexistent view after ViewExpired throws NPE,MYFACES-3189
NPE in org.apache.myfaces.lifecycle.RenderResponseExecutor.execute,MYFACES-3188
DebugPhaseListener shouldn't be active by default,MYFACES-3187
ui:repeat can lose dynamically added grandchild components,MYFACES-3186
Support base classes as source class for SystemEvents,MYFACES-3185
h:selectOneRadio cannot support f:ajax if @id not set,MYFACES-3184
UIRepeat offset and size problem,MYFACES-3183
Composite component default value are not resolved when access without use EL expression,MYFACES-3182
wrong behaviour in combination with javax.faces.INTERPRET_EMPTY_STRING_SUBMITTED_VALUES_AS_NULL,MYFACES-3181
h:commandButton with image breaks ajax,MYFACES-3180
Inconsistent behaviour implementing and registering SystemEventListeners for PostAddToViewEvents,MYFACES-3179
jsf.js: Calling jsf.getViewState() with a direct reference to a form element throws an exception,MYFACES-3178
Add secure flag for cookies if the page is accessed over a secure protocol,MYFACES-3177
javax.faces.SEPARATOR_CHAR not working together with AJAX,MYFACES-3176
Both child and facet list should be checked while moving an existing child,MYFACES-3175
IE9 css loading leads to java.lang.IllegalArgumentException: ContentTypeList does not contain a supported content type: text/css,MYFACES-3174
#{cc} inside f:event is not resolved correctly,MYFACES-3173
UIComponentBase.isIdValid(id) check could mention the offending value in exceptions,MYFACES-3172
jsf.js: wrong api call in _ListenerQueue.remove,MYFACES-3171
[perf] use initialCapacity for ArrayList,MYFACES-3170
ui:param and c:set implementations does not work as expected,MYFACES-3169
Bound attribute values resolve to NULL during PreRenderViewEvent for nested composite components,MYFACES-3168
UIComponent EventListenerWrapper optimizations,MYFACES-3167
org.apache.myfaces.el.VariableResolverImpl throws java.lang.IllegalStateException when it unsets the scope as null,MYFACES-3166
UIData.broadcast does not push composite component on EL stack,MYFACES-3165
jsf.js:javascript error this.Lang is not defined,MYFACES-3164
[perf] review working with SelectItem(s),MYFACES-3163
AJAX Broken when State Caching Mechanics turned off,MYFACES-3162
UIData.restoreDescendantComponentStates fails when empty datatable is used and a new row is created,MYFACES-3161
[PERF] TagAttributeImpl part II: object allocations (cache ELExpressions),MYFACES-3160
ViewExpiredException occurs if you heavy use ajax within more than one form,MYFACES-3159
Memory Leak related to ThreadLocal with org.apache.myfaces.el.convert.VariableResolverToELResolver,MYFACES-3158
Fix order of isRendered and pushComponentToEL invocations,MYFACES-3157
jsf.js event handler is working incorrect in 2.1.0,MYFACES-3156
[perf] reduce (internal) usage of getFacetsAndChildren(),MYFACES-3155
UIDebug doesn't check for existing url parameters,MYFACES-3154
s/ServiceLoaderFinder/ServiceProviderFinder/g in ServiceProviderFinderFactory javadoc,MYFACES-3153
javax.faces.application.StateManager default implementation for writeState and saveSerializedView needs to be implemented,MYFACES-3152
[perf] minimize ExternalContext.getInitParameter invocations in myfaces API,MYFACES-3151
"[perf] buildView: review usage of ""facelets.FACET_NAME""",MYFACES-3150
HTML entities are removed,MYFACES-3149
"Log ""PanelGrid ... has not enough children""  with Level.FINE in Production",MYFACES-3148
message of ViewExpiredException,MYFACES-3147
ui:fragment (ComponentRef) is responsible for rendering its child components,MYFACES-3146
Myfaces h:commandButton errors on Mozilla >3.6 when using Javascript form.submit(),MYFACES-3145
[PERF] Cache renderer in UIComponentBase,MYFACES-3144
f:viewParam in templates,MYFACES-3143
h:outputScript and h:outputStylesheet renderer listeners cannot implement PartialStateHolder,MYFACES-3142
FacesMessage implements Serializable but cannot be serialized,MYFACES-3141
FacesMessage.VALUES is not ordered properly,MYFACES-3140
jsf.js: various ie fixes of the final pre release testing round,MYFACES-3139
Simplify ResponseStateManager implementation code,MYFACES-3138
Align ResponseStateManager implementation with the spec,MYFACES-3137
[perf] review UIComponentBase.getRendererType ,MYFACES-3136
Correct spelling errors in HtmlResponseStateManager exception messages,MYFACES-3135
Move all code related to state caching into one place,MYFACES-3134
"""cc"" attribute cannot be resolved when composite component is used inside a datatable",MYFACES-3133
javax.faces.context.ResponseWriterWrapper implementation is overdone,MYFACES-3132
jsf.js:tables not rendering after ajax call in internet explorer 6,MYFACES-3131
[perf] Avoid unnecessary AbstractList$Itr instances,MYFACES-3130
[PERF] Call first getChildCount() or getFacetCount() before try to create the iterator,MYFACES-3129
Problems with a custom Resource Resolver,MYFACES-3128
Output a warning if selectOne/Many renders no selected item,MYFACES-3127
"RendererUtils.renderChild prevents rendered="""" expression based on ""#{component.parent}""",MYFACES-3126
"ValidatorTagHandlerDelegate does not invoke next handler in partial processing mode, which damages the component structure",MYFACES-3125
Use both SKIP_ITERATION hints in RESTORE_VIEW,MYFACES-3124
jsf.js: Merge in the latest javascript fixes and changes from the 2.0 core into the 2.1 core,MYFACES-3123
Create xsd schemas for .view.xml pages,MYFACES-3122
Add media attribute to h:outputStylesheet,MYFACES-3121
Use ExternalContext.encodeResourceUrl for stylesheet and script links,MYFACES-3120
NullPointerException in UIComponentBase.restoreDeltaSystemEventListenerClassMap() when UIViewRoot subscribed to PostAddToViewEvent,MYFACES-3119
jsf.js: ie9 fixes,MYFACES-3118
Current server state saving implementation prevents multi-window usage,MYFACES-3117
"MyFaces cannot resolve @ManagedProperty on startup, throws UnsupportedOperationException",MYFACES-3116
jsf.js event handler source id might be missing,MYFACES-3115
jsf.js jsf.ajax.response relies on internal parameters,MYFACES-3114
"F:ajax events deliver a bit too much (e.g. for ""keyup"" it already delivers the KEYUP when you tab into a field that has <f:ajax even=""keyup"" ... />",MYFACES-3113
Cannot convert org.apache.webbeans.el.WrappedValueExpression@168ae94f of type class org.apache.myfaces.view.facelets.el.TagValueExpressionUEL to class javax.el.MethodExpression,MYFACES-3112
[PERF] Review UIData.saveDescendantComponentStates and restoreDescendantComponentStates,MYFACES-3111
Allow use the same library for a composite component for resources defined inside it (resolve #{resource['this:...']} ),MYFACES-3110
UIInput SystemEvents are called with wrong sourceBaseTyp,MYFACES-3109
ResourceHandlerCache does not honor localePrefix,MYFACES-3108
FacesConfigurator doesn't recognize Tobago,MYFACES-3107
Resources not loaded when using a dynamic ui:inlclude and rendered via ajax,MYFACES-3106
Navigation with redirect after ViewExpiredExpcetion throws NPE,MYFACES-3105
MyFaces 2 with EL 2.2 in Websphere 7,MYFACES-3104
Composite component using new .view.xml mapping does not work,MYFACES-3103
FaceletViewDeclarationLanguage.getRenderedViewId is not necessary anymore since JSF 2.0,MYFACES-3102
NavigationHandlerImpl throws NullpointerException if view is expired,MYFACES-3101
Repeated postbacks create additional serialized views,MYFACES-3100
Update archetype versions,MYFACES-3099
Add support for view.xml handling and facelets-processing element,MYFACES-3098
Add cc:attribute targetAttributeName,MYFACES-3097
Attached object pointing to the same component twice add one of them twice,MYFACES-3096
Check h:button and h:link modifications.,MYFACES-3095
Check javax.faces.resource.Script and javax.faces.resource.Stylesheet modifications,MYFACES-3094
Check FacesServlet description for support servlet 3.0 spec ,MYFACES-3093
Implement UIComponent.HONOR_CURRENT_COMPONENT_ATTRIBUTES_PARAM_NAME,MYFACES-3092
Implement UIComponent.ATTRS_WITH_DECLARED_DEFAULT_VALUES behavior,MYFACES-3091
Implement VisitHint.SKIP_ITERATION hint in UIRepeat,MYFACES-3090
Implement FaceletCacheFactory and FaceletCache methods,MYFACES-3089
Implement ExternalContext.isSecure() and getSessionMaxInactiveInterval() method,MYFACES-3088
Add h:head and h:body xmlns property,MYFACES-3087
Add h:doctype component,MYFACES-3086
Modify ResourceHandler.RESOURCE_EXCLUDES_DEFAULT_VALUE to include .groovy as an excluded default extension,MYFACES-3085
Add FacesContext.isReleased() method,MYFACES-3084
Implement StateManager.IS_SAVING_STATE,MYFACES-3083
"faces-config.xml metadata-complete=""true"" on jar files under META-INF are recognized, but not documented",MYFACES-3082
javax.faces.Application addBehaviors() throws UnsupportedOperationException when it shouldn't,MYFACES-3081
'begin' event does not have 'status' property set,MYFACES-3080
DebugCompositeELResolver,MYFACES-3079
performance: allow to disable JSP support,MYFACES-3078
"Improve error reporting and logging: report duplicate converters, validators, etc.",MYFACES-3076
Allow ELResolvers filtering,MYFACES-3075
Is it possible to provide some way of specifying your own javax.faces.ViewState param?,MYFACES-3074
jsf.js: code cleanup _Runtime.js,MYFACES-3073
jsf.js: improvement in the error reporting,MYFACES-3072
jsf.js: improve dynamic code loading,MYFACES-3071
jsf.js: the viewstate resolution needs to be entirely deferred to the end of the rendering cycle,MYFACES-3070
Ajax: response function cannot be overrided by custom components,MYFACES-3069
command link encodes incorrectly with disabled behaviors,MYFACES-3068
CLONE - UIView.createUniqueId shouldn't call encodeNameSpace to build the id (1.2.x branch).,MYFACES-3066
checkedViewIdCacheEnabled should only be FALSE in ProjectStage#Development,MYFACES-3065
UIView.createUniqueId shouldn't call encodeNameSpace to build the id.,MYFACES-3064
code cleanup and performance review ,MYFACES-3063
drop cglib from api tests,MYFACES-3062
Failure rendering the whole page by ajax due to ui:debug ,MYFACES-3061
How to implement DataTable Descending Sorting,MYFACES-3060
ComponentMeta does not add listeners using its name on myfaces-builder-plugin,MYFACES-3059
Use Stragegy pattern for QdoxModelBuilder on myfaces-builder-plugin,MYFACES-3058
CLONE - MyFaces hangs when converting 2.2250738585072012e-308 (1.2.x fix),MYFACES-3057
re-visit default checkstyle and findbug rules,MYFACES-3056
META-INF/faces-config.xml files in JARs are loaded twice,MYFACES-3055
Allow forClass and value (converterId) together for @FacesConverter,MYFACES-3054
Improve error reporting and logging,MYFACES-3053
composite:insertchildren not working entirely correctly,MYFACES-3052
Use multiple ClassLoaders to find resources (not only ContextClassLoader),MYFACES-3051
jsf.js: Bug in onload handler and queue,MYFACES-3050
Bean Validation doesn't work with Glassfish el-impl-2.2,MYFACES-3049
Missing myfaces-api-2.0.5-SNAPSHOT-tests.jar prevent building trunk,MYFACES-3048
Component resources disappear after page reload,MYFACES-3047
Application#createComponent ignores rendererType defined by component class when locating resources,MYFACES-3046
jsf.js jsf.ajax.request doesn't resolve calling URL correctly -- ajax use in portlets broken,MYFACES-3045
Resource jsf.js not found when using the OSGi bundle,MYFACES-3044
Ajax: response(...) function breaks if request(...) has not been called previously,MYFACES-3043
CCE: when running in portlet: Remove Servlet dependencies in FaceletViewDeclarationLanguage.java,MYFACES-3042
<h:outputFormat> does not use converter for parameters,MYFACES-3041
@PreDestroy Has Called 2 times,MYFACES-3040
MyFaces broken in Portlet environment:  Fails to support extendable FacesContextFactory/FacesContext/ExternalContext,MYFACES-3039
MyFaces fails to recognize ViewDeclarationLanguageFactory when defined in META-INF/services -- throws IllegalStateException instead,MYFACES-3038
Children of iterating components receive multiple PostRestoreStateEvents,MYFACES-3037
Support SKIP_ITERATION FacesContext property,MYFACES-3036
PostConstruct method is called before properties are injected on Tomcat 7 ,MYFACES-3035
ui:repeat offset and size performs incorrect validation,MYFACES-3034
Improve DebugPhaseListener for UIData and SKIP_ITERATION,MYFACES-3033
Include composite component information on documentation generated by myfaces-builder-plugin,MYFACES-3032
Add Client Behavior support on myfaces-builder-plugin,MYFACES-3031
DoubleConverter isn't Locale aware,MYFACES-3029
"cc:attribute type=""java.lang.Integer"" does not enforce Integer when value is taken from facelets template",MYFACES-3027
"jsf.js: add the italian, russian, french and spanish message localisations to the jsf.js scripts",MYFACES-3026
2.1: implement VisitHint.SKIP_ITERATION support in UIData,MYFACES-3025
MyFaces hangs when converting 2.2250738585072012e-308,MYFACES-3024
LifecycleProviderFactory instances not released,MYFACES-3023
very slow class loading,MYFACES-3022
"javax.faces.view.facelets.ComponentHandler initializes TagHandlerDelegate on startup, but it should be on demand",MYFACES-3021
jsf.js dutch i18n translations,MYFACES-3020
Output a warning if VisitContext.getIdsToVisit() contains id(s) of nonexistent component,MYFACES-3019
f:ajax - render @this in render and execute as ClientBehaviorContext.getSourceId(),MYFACES-3018
MyFaces Shared (and Core) rework for portlet support,MYFACES-3017
Need to synchronize some methods,MYFACES-3016
CLONE -ExternalContext: setRequest(...) method does not reset cached request maps (1.2 branch),MYFACES-3015
Czech and Slovak localization,MYFACES-3014
ExternalContext: setRequest(...) method does not reset cached request maps ,MYFACES-3013
Allow f:param for <h:inputText> <f:ajax>,MYFACES-3012
conversion of enum fails,MYFACES-3011
2.0.3 REGRESSION: javax.faces.component._ClassUtils.convertToType,MYFACES-3010
Flash scope looses values on redirect,MYFACES-3009
Select components should honor javax.faces.INTERPRET_EMPTY_STRING_SUBMITTED_VALUES_AS_NULL,MYFACES-3008
"HtmlRendererUtils: incorrect handling of JavaScript code containing quote (' "" ') symbol",MYFACES-3007
FacesContext current instance is null in managed bean action method for Tomcat 7,MYFACES-3006
Only send Flash cookie if needed,MYFACES-3005
prerenderView system event callback only triggered in certain cases,MYFACES-3004
Cleanup and refactor poms,MYFACES-3003
FaceletComponsitionContextImpl drops viewParams,MYFACES-3002
Memory Leak in MyFaces 1.2 related to RuntimeConfig ThreadLocal,MYFACES-3001
Viewstate occasionally not restored,MYFACES-3000
Using XML Comment in HTML Panel Grid,MYFACES-2999
FacesConfig ordering must not be an SPI task,MYFACES-2998
Clean up SpiUtils,MYFACES-2997
ServiceProviderFinder from init param is never cached on ApplicationMap,MYFACES-2996
Make method of determinine app context in FactoryFinder pluggable,MYFACES-2995
faces-config.xml referenced in webAppConfig <absolute-ordering> could not be on the classpath,MYFACES-2994
state saving and dynamic pages,MYFACES-2993
Metadata is not created for views created by a navigation,MYFACES-2992
NPE from rendering button with missing resource URL,MYFACES-2991
JDTCompiler wants access to more classes in osgi,MYFACES-2990
Error: f:validateLongRange tag requires a minimum and / or a maximum have to be specified,MYFACES-2989
add el-api dependency to myfaces 2.0 archetypes,MYFACES-2988
jsfcomponents archetype should specify web-app version 2.5 to enable unified EL,MYFACES-2987
Provide an interface to override how to find spi interfaces,MYFACES-2986
Viewscoped bean does not get destroyed when navigating with faces-redirect to a non-jsf-page,MYFACES-2985
Myfaces should return a proper contentType if ResourceWrapper doesn't return one.,MYFACES-2984
Consider using myfaces class's classloader when loading resources,MYFACES-2983
Update localized javax.faces.Messages.properties,MYFACES-2982
"An error occured while initializing MyFaces: URI scheme is not ""file""",MYFACES-2981
f:ajax wrapped around component(s) does not work as expected,MYFACES-2980
Session invalidation in Development Stage causes error in OpenWebBeans,MYFACES-2979
DefaultFaceletFactory fails to create a facelet if the facelet-path contains regex control characters,MYFACES-2978
Factories loaded through META-INF/services/[factory name] should use FacesConfig object,MYFACES-2977
"Support hiding myfaces impl classes in osgi, and provide a single osgi bundle for api + impl",MYFACES-2976
"NamedEventManager should be configured per web application, and do not use a static instance",MYFACES-2975
Use FacesConfig interfaces to load configuration using annotations,MYFACES-2974
UIComponent.unsubscribeFromEvent calls getApplication().unsubscribeFromEvent() instead of modifying _systemEventListenerClassMap,MYFACES-2973
jsf.js: Minor bug in _Runtime.js ,MYFACES-2972
jsf.js: Slightly incorrect http get handling code,MYFACES-2971
f:convertNumber conversion is not symmetric when currencyCode and currencySymbol are used,MYFACES-2970
Example number used by f:convertNumber messages are not formatted taking into account locale and parameters.,MYFACES-2969
ApplicationImpl.createMethodBinding should create expression with signature: void method(params),MYFACES-2968
jsf.js i18n of internal error messages,MYFACES-2967
jsf.js impl request function refactoring,MYFACES-2966
MyFaces 2.0.2 AJAX crashes Safari on iPad,MYFACES-2965
Incorect osgi Import-Package in impl,MYFACES-2964
Set default templates automatically when jsfVersion is 20 or 2.0 with myfaces-builder-plugin,MYFACES-2963
"Descriptions of components, attributes, etc. are missing in taglib.xml files generated by MyFaces Builder Plugin",MYFACES-2962
"StateHelper.eval(Serializable, Object) completely ignores default value in case of ValueExpression evaluation to null",MYFACES-2961
"Setting prependId=""false"" (on h:form) makes <f:ajax/> not working with any ActionSource",MYFACES-2960
Version 1.1.8 not compatible using JSP 1.2 because of using apache commons-el 1.0,MYFACES-2959
Improve handling of AJAX response if source element is deleted,MYFACES-2958
Use maven shade plugin to handle myfaces-impl-ee6 module,MYFACES-2957
build-metadata goal does not take into account exclude generated source directory on myfaces-builder-plugin,MYFACES-2956
Allow projects using myfaces builder plugin to be open on Netbeans IDE 6.8,MYFACES-2955
ExternalContext.encodeRedirectURL() fails if 'baseUrl' contains empty parameters,MYFACES-2954
make myfaces maven-3 compatible,MYFACES-2953
Improve Atmosphere Meteor support of MyFaces,MYFACES-2952
[PERF] enhance scanning for #{cc} expressions,MYFACES-2951
"ActionSourceRule does not take into account ""action"" MethodExpression could return Object or Enum",MYFACES-2950
I think that MyFaces should use JSF 2 resource handling instead of directly write script resources to the output stream,MYFACES-2949
invokeOnComponent does not call pushComponentToEL / popComponentFromEL like visitTree does,MYFACES-2948
application configuration resources located in lib/*.jar can not be accessed in OSGi enviroment,MYFACES-2947
"composite:attribute ""targets"" property does not match with ViewDeclarationLanguage.retargetMethodExpressions",MYFACES-2946
Make a way to get the FacesConfig from a provider,MYFACES-2945
Make those add*** methods public in WebXml,MYFACES-2944
DefaultLifecycleProviderFactory does not log LifecycleProvider Class correctly,MYFACES-2943
Memory Leak in MyFaces 2.0.1 probably as well in 2.0.2,MYFACES-2942
Facelets classpath does not always properly decode filesystem paths,MYFACES-2941
Use VisitContext information for prevent scan a component subtree on NamingContainer instances,MYFACES-2940
f:event type=postValidate does not work,MYFACES-2939
Allow @JSFValidator and @JSFConverter to define custom tagHandler class,MYFACES-2938
Change getApplicationObject function name to buildApplicationObject and move it to shared ClassUtils,MYFACES-2937
Add new utility class for init parameters WebConfigParamUtils,MYFACES-2936
SystemEvent Acid Test,MYFACES-2935
Side-channel timing attack in StateUtils class may still allow padding oracle attack,MYFACES-2934
Our archetype poms are not entirely correctly understood by Netbeans,MYFACES-2933
More error logging when Bean Validation throws an exception at startup,MYFACES-2932
Regression: Template areas get lost when using <ui:include> ,MYFACES-2931
ClassByteCodeAnnotationFilter doesn't read the constants pool correctly,MYFACES-2930
Broken link on welcome page due to typo,MYFACES-2929
"FacesConfigurator cast for ApplicationImpl directly to load converter configuration, instead use RuntimeConfig object",MYFACES-2928
Invalid handling of null values in listboxes and menus,MYFACES-2927
Some nodes not removed on ajax request when IE6 is used,MYFACES-2926
Facelets: Fail to insert from page included in template,MYFACES-2925
Component bindings are not reset when explicit navigation to the same page is derived from action,MYFACES-2924
jsf.js finalize the testing and fix last minute bugs from the tests for 2.0.2,MYFACES-2923
[PERF] Improvements for @ResourceDependency handling,MYFACES-2922
FlashImpl should set a correct path for the Cookies,MYFACES-2921
"UISelectOne/UISelectMany validateValue: Before comparing each option, coerce the option value type to the type of component's value",MYFACES-2920
LifecycleProvider Based Problems and Tomcat7 LifeCycleProvider Support,MYFACES-2919
Resource implementations cannot be cached,MYFACES-2918
misspelt in Messages_es.properties,MYFACES-2917
